virus	type	shape
Stx2-converting phage Stx2a_WGPS6	DNA	linear
Stx2-converting phage Stx2a_WGPS8	DNA	linear
Lactococcus phage BM13	DNA	circular
Vibrio phage vB_VpaM_MAR	DNA	linear
Vibrio phage vB_VpaS_MAR10	DNA	linear
Escherichia phage EC6	DNA	linear
Acinetobacter phage phiAC-1	DNA	circular
Propionibacterium phage P9.1	DNA	linear
Propionibacterium phage P14	DNA	linear
Propionibacterium phage P101A	DNA	linear
Propionibacterium phage P104A	DNA	linear
Propionibacterium phage P105	DNA	linear
Propionibacterium phage P100D	DNA	linear
Propionibacterium phage P100_A	DNA	linear
Propionibacterium phage P100_1	DNA	linear
Propionibacterium phage P1.1	DNA	linear
Propionibacterium phage ATCC29399B_T	DNA	linear
Propionibacterium phage ATCC29399B_C	DNA	linear
Pseudomonas phage vB_PaeP_p2-10_Or1	DNA	linear
Providencia phage Redjac	DNA	linear
Propionibacterium phage PHL010M04	DNA	linear
Propionibacterium phage PHL037M02	DNA	linear
Propionibacterium phage PHL060L00	DNA	linear
Propionibacterium phage PHL067M10	DNA	linear
Propionibacterium phage PHL071N05	DNA	linear
Propionibacterium phage PHL111M01	DNA	linear
Propionibacterium phage PHL112N00	DNA	linear
Propionibacterium phage PHL113M01	DNA	linear
Propionibacterium phage PHL114L00	DNA	linear
Staphylococcus phage vB_SauM_Remus	DNA	linear
Staphylococcus phage vB_SauM_Romulus	DNA	linear
Pseudomonas phage UFV-P2	DNA	linear
Klebsiella phage JD001	DNA	circular
Bacillus phage vB_BtS_BMBtp2	DNA	linear
Streptococcus phage phiNJ2	DNA	circular
Stenotrophomonas phage IME15	DNA	linear
Staphylococcus phage JD007	DNA	circular
Staphylococcus phage SA5	DNA	linear
Acinetobacter phage vB_AbaM-IME-AB2	DNA	circular
Mycobacterium phage First	DNA	linear
Escherichia phage EC1-UPM	DNA	linear
Staphylococcus phage Team1	DNA	linear
Pseudomonas phage MPK6	DNA	linear
Leuconostoc phage LN03	DNA	linear
Leuconostoc phage LN04	DNA	linear
Leuconostoc phage phiLN12	DNA	linear
Leuconostoc phage LN25	DNA	linear
Leuconostoc phage phiLN6B	DNA	linear
Leuconostoc phage P793	DNA	linear
Mycobacterium phage BTCU-1	DNA	linear
Lactococcus phage 340	DNA	linear
Lactococcus phage jm2	DNA	linear
Lactococcus phage jm3	DNA	linear
Lactococcus phage P680	DNA	linear
Lactococcus phage phi7	DNA	linear
Streptococcus phage phiBHN167	DNA	circular
Acanthamoeba polyphaga moumouvirus	DNA	linear
Enterobacteria phage phiJLA23	DNA	linear
Pseudomonas phage H66	DNA	circular
Pseudomonas phage PaP4	DNA	linear
Synechococcus phage S-CBP1	DNA	circular
Staphylococcus phage JS01	DNA	linear
Escherichia phage PBECO4	DNA	linear
Staphylococcus phage StauST398-2	DNA	linear
Bacillus phage BPS10C	DNA	linear
Cyanophage S-RIM12	DNA	linear
Cyanophage S-RIM12	DNA	linear
Cyanophage S-RIM12	DNA	linear
Cyanophage S-RIM32	DNA	linear
Cyanophage S-RIM44	DNA	linear
Pseudomonas phage PPpW-3	DNA	linear
Burkholderia phage ST79	DNA	circular
Pelagibacter phage HTVC019P	DNA	linear
Bacillus phage SIOphi	DNA	linear
Lactococcus phage CaseusJM1	DNA	linear
Staphylococcus phage LH1	DNA	linear
Mycobacterium phage Butters	DNA	linear
Brevibacillus phage Jimmer2	DNA	linear
Brevibacillus phage Jimmer1	DNA	linear
Brevibacillus phage Abouo	DNA	linear
Brevibacillus phage Davies	DNA	linear
Alteromonas phage vB_AmaP_AD45-P1	DNA	linear
Clostridium phage vB_CpeS-CP51	DNA	linear
Staphylococcus phage StauST398-4	DNA	linear
Staphylococcus phage StauST398-5	DNA	linear
Bacillus phage MG-B1	DNA	linear
Staphylococcus phage PSa3	DNA	linear
Flavobacterium phage 6H	DNA	circular
Mycobacterium phage PegLeg	DNA	linear
Salmonella phage L13	DNA	linear
Mycobacterium phage CASbig	DNA	linear
Mycobacterium phage WIVsmall	DNA	linear
Streptomyces phage Lika	DNA	linear
Streptomyces phage Sujidade	DNA	linear
Streptomyces phage Zemlya	DNA	linear
Mycobacterium phage Dumbo	DNA	linear
Mycobacterium phage Fishburne	DNA	linear
Mycobacterium phage HINdeR	DNA	linear
Mycobacterium phage Job42	DNA	linear
Mycobacterium phage Jobu08	DNA	linear
Mycobacterium phage PattyP	DNA	linear
Mycobacterium phage Phrux	DNA	linear
Mycobacterium phage Severus	DNA	linear
Mycobacterium phage SiSi	DNA	linear
Mycobacterium phage Phaux	DNA	linear
Mycobacterium phage Murphy	DNA	linear
Mycobacterium phage Chy4	DNA	linear
Mycobacterium phage Chy5	DNA	linear
Escherichia phage JES2013	DNA	linear
Cellulophaga phage phi19:3	DNA	circular
Synechococcus T7-like phage S-TIP37	DNA	linear
Paenibacillus phage phiIBB_P123	DNA	linear
Salmonella phage Jersey	DNA	linear
Mycobacterium phage Bobi	DNA	linear
Mycobacterium phage Redno2	DNA	linear
Mycobacterium phage Wanda	DNA	linear
Escherichia phage JH2	DNA	circular
Staphylococcus phage phiIBB-SEP1	DNA	linear
Synechococcus phage ACG-2014h	DNA	circular
Synechococcus phage S-MbCM100	DNA	circular
Mycobacterium phage LittleCherry	DNA	linear
Mycobacterium phage Jabbawokkie	DNA	linear
Mycobacterium phage Velveteen	DNA	linear
Mycobacterium phage Daenerys	DNA	linear
Mycobacterium phage Hamulus	DNA	linear
Mycobacterium phage Trouble	DNA	linear
Mycobacterium phage Whirlwind	DNA	linear
Mycobacterium phage SarFire	DNA	linear
Mycobacterium phage Muddy	DNA	linear
Mycobacterium phage Contagion	DNA	linear
Mycobacterium phage Crossroads	DNA	linear
Vibrio phage VPUSM 8	DNA	linear
Staphylococcus phage SA12	DNA	circular
Sulfolobus monocaudavirus SMV1	DNA	circular
Yersinia phage PST	DNA	linear
Thermus phage phi OH2	DNA	linear
Mycobacterium phage Fredward	DNA	circular
Mycobacterium phage Anubis	DNA	circular
Mycobacterium phage PhrostyMug	DNA	circular
Mycobacterium phage Quink	DNA	circular
Sinorhizobium phage phiM12	DNA	linear
Mycobacterium phage DrDrey	DNA	linear
Bacillus phage phiCM3	DNA	linear
Enterobacteria phage fiAA91-ss	DNA	linear
Bacillus phage Troll	DNA	linear
Mycobacterium phage Wheeler	DNA	linear
Mycobacterium phage Goku	DNA	linear
Mycobacterium phage Adzzy	DNA	linear
Mycobacterium phage Bruin	DNA	linear
Mycobacterium phage Nala	DNA	linear
Mycobacterium phage PhatBacter	DNA	linear
Pseudomonas phage MP48	DNA	linear
Escherichia phage vB_EcoP_PhAPEC7	DNA	linear
Escherichia phage vB_EcoM_PhAPEC2	DNA	linear
Escherichia phage 4MG	DNA	linear
Mycobacterium phage Artemis2UCLA	DNA	linear
Mycobacterium phage CloudWang3	DNA	linear
Mycobacterium phage Conspiracy	DNA	linear
Mycobacterium phage Graduation	DNA	linear
Mycobacterium phage Zaka	DNA	linear
Streptococcus phage 20617	DNA	linear
Escherichia phage vB_EcoP_PhAPEC5	DNA	linear
Lactobacillus phage phiJB	DNA	linear
Staphylococcus phage YMC/09/04/R1988	DNA	linear
Staphylococcus phage phiRS7	DNA	linear
Bacillus phage BigBertha	DNA	linear
Bacillus phage Grass	DNA	linear
Bacillus phage Spock	DNA	linear
Pseudomonas phage TL	DNA	linear
Shigella phage SfIV	DNA	linear
Erwinia phage FE44	DNA	linear
Cronobacter phage Dev2	DNA	linear
Clostridium phage CDMH1	DNA	linear
Lactobacillus phage J-1	DNA	linear
Arthrobacter phage vB_ArS-ArV2	DNA	linear
Mycobacterium phage Validus	DNA	linear
Enterobacteria phage IME_EC2	DNA	circular
Klebsiella phage F19	DNA	linear
Escherichia phage vB_EcoS_AHP42	DNA	linear
Escherichia phage vB_EcoS_AHS24	DNA	linear
Escherichia phage vB_EcoS_AKS96	DNA	linear
Shigella phage 75/02 Stx	DNA	circular
Lactobacillus phage phi jlb1	DNA	linear
Ralstonia phage RSK1	DNA	linear
Tunisvirus fontaine2	DNA	circular
Pseudomonas phage phiIBB-PAA2	DNA	linear
Mycobacterium phage EagleEye	DNA	linear
Erwinia phage Ea9-2	DNA	linear
Mycobacterium phage BellusTerra	DNA	linear
Mycobacterium phage Donovan	DNA	linear
Pectobacterium bacteriophage PM2	DNA	linear
Mycobacterium phage Bernardo	DNA	linear
Mycobacterium phage HanShotFirst	DNA	linear
Mycobacterium phage Jovo	DNA	linear
Mycobacterium phage HufflyPuff	DNA	linear
Escherichia phage vB_EcoM_JS09	DNA	linear
Burkholderia phage Bp-AMP1	DNA	circular
Enterococcus phage IME-EF4	DNA	linear
Oenococcus phage phiS11	DNA	linear
Oenococcus phage phiS13	DNA	linear
Staphylococcus phage vB_SepS_SEP9	DNA	linear
Escherichia phage HY01	DNA	linear
Oenococcus phage phi9805	DNA	linear
Clostridium phage phiCDHM13	DNA	circular
Mycobacterium phage Echild	DNA	linear
Klebsiella phage K64-1	DNA	linear
Clostridium phage phiCDHM11	DNA	circular
Mycobacterium phage Nyxis	DNA	linear
Mycobacterium phage Obama12	DNA	linear
Mycobacterium phage MichelleMyBell	DNA	linear
Mycobacterium phage Saal	DNA	linear
Mycobacterium phage 32HC	DNA	linear
Bacillus phage vB_BtS_BMBtp3	DNA	linear
Bacillus phage Bp8p-C	DNA	circular
Bacillus phage Bp8p-T	DNA	circular
Salmonella phage STP4-a	DNA	circular
Escherichia phage FFH2	DNA	linear
Streptococcus phage DCC1738	DNA	linear
Streptococcus phage K13	DNA	linear
Streptococcus phage IC1	DNA	linear
Pseudomonas phage vB_PaeP_Tr60_Ab31	DNA	linear
Staphylococcus phage phiSA12	DNA	linear
Pseudomonas phage phi2	DNA	linear
Vibrio phage PV94	DNA	linear
Staphylococcus phage GRCS	DNA	linear
Enterobacter phage PG7	DNA	linear
Citrobacter phage CR44b	DNA	linear
Citrobacter phage CR8	DNA	linear
Escherichia phage phi191	DNA	linear
Mycobacterium phage Seabiscuit	DNA	linear
Mycobacterium phage 40AC	DNA	linear
Mycobacterium phage Alsfro	DNA	linear
Mycobacterium phage 20ES	DNA	linear
Mycobacterium phage CRB1	DNA	linear
Pseudomonas phage phiPsa374	DNA	linear
Mycobacterium phage RhynO	DNA	linear
Escherichia phage Bp4	DNA	circular
Listeria phage LP-030-3	DNA	linear
Listeria phage LP-101	DNA	linear
Pseudomonas phage KPP25	DNA	circular
Staphylococcus phage DW2	DNA	circular
Salmonella phage vB_SenS-Ent3	DNA	linear
Salmonella phage vB_SenS-Ent2	DNA	linear
Podovirus Lau218	DNA	linear
Mycobacterium phage Lamina13	DNA	linear
Enterobacteria phage 9g	DNA	linear
Serratia phage PS2	DNA	linear
Pseudomonas phage JD024	DNA	linear
Ralstonia phage RS138	DNA	circular
Listeria phage LMTA-34	DNA	linear
Listeria phage LMTA-148	DNA	linear
Listeria phage LMTA-57	DNA	linear
Listeria phage LMSP-25	DNA	linear
Listeria phage List-36	DNA	linear
Mycobacterium phage Kampy	DNA	linear
Mycobacterium phage Phantastic	DNA	linear
Mycobacterium phage ZoeJ	DNA	linear
Enterococcus phage EFC-1	DNA	circular
Mycobacterium phage Gaia	DNA	linear
Mycobacterium phage Zapner	DNA	linear
Bacillus phage CAM003	DNA	linear
Bacillus phage Evoli	DNA	linear
Bacillus phage Hakuna	DNA	linear
Bacillus phage Hoody T	DNA	linear
Bacillus phage Megatron	DNA	linear
Bacillus phage Riley	DNA	linear
Synechococcus phage ACG-2014b	DNA	circular
Synechococcus phage ACG-2014b	DNA	circular
Synechococcus phage ACG-2014b	DNA	circular
Synechococcus phage ACG-2014d	DNA	circular
Synechococcus phage ACG-2014e	DNA	circular
Synechococcus phage ACG-2014f	DNA	circular
Synechococcus phage ACG-2014f	DNA	circular
Synechococcus phage ACG-2014f	DNA	circular
Synechococcus phage ACG-2014f	DNA	circular
Synechococcus phage ACG-2014g	DNA	circular
Synechococcus phage ACG-2014i	DNA	circular
Synechococcus phage ACG-2014j	DNA	circular
Escherichia phage vB_EcoM_112	DNA	linear
Escherichia phage e4/1c	DNA	linear
Escherichia phage PE3-1	DNA	linear
Staphylococcus phage SA97	DNA	circular
Propionibacterium phage Pacnes 2012-15	DNA	linear
Mycobacterium phage Pinto	DNA	linear
Bacillus phage JBP901	DNA	linear
Staphylococcus phage phiSa119	DNA	circular
Shigella phage POCJ13	DNA	linear
Rhizobium phage vB_RleM_PPF1	DNA	linear
Pseudomonas phage phiPSA2	DNA	linear
Pseudomonas phage phiPSA1	DNA	linear
Propionibacterium phage PHL009M11	DNA	linear
Propionibacterium phage PHL025M00	DNA	linear
Propionibacterium phage PHL030N00	DNA	linear
Propionibacterium phage PHL041M10	DNA	linear
Propionibacterium phage PHL055N00	DNA	linear
Propionibacterium phage PHL067M01	DNA	linear
Propionibacterium phage PHL070N00	DNA	linear
Propionibacterium phage PHL082M00	DNA	linear
Propionibacterium phage PHL082M03	DNA	linear
Propionibacterium phage PHL085N00	DNA	linear
Propionibacterium phage PHL092M00	DNA	linear
Propionibacterium phage PHL095N00	DNA	linear
Propionibacterium phage PHL116M00	DNA	linear
Propionibacterium phage PHL117M00	DNA	linear
Propionibacterium phage PHL117M01	DNA	linear
Propionibacterium phage PHL132N00	DNA	linear
Propionibacterium phage PHL141N00	DNA	linear
Propionibacterium phage PHL150M00	DNA	linear
Propionibacterium phage PHL151M00	DNA	linear
Propionibacterium phage PHL151N00	DNA	linear
Propionibacterium phage PHL152M00	DNA	linear
Propionibacterium phage PHL163M00	DNA	linear
Propionibacterium phage PHL171M01	DNA	linear
Propionibacterium phage PHL179M00	DNA	linear
Propionibacterium phage PHL194M00	DNA	linear
Propionibacterium phage PHL199M00	DNA	linear
Propionibacterium phage PHL301M00	DNA	linear
Propionibacterium phage PHL308M00	DNA	linear
Aurantimonas phage AmM-1	DNA	linear
Staphylococcus phage 3MRA	DNA	linear
Staphylococcus phage 23MRA	DNA	linear
Acinetobacter phage YMC-13-01-C62	DNA	linear
Escherichia typing phage 1	DNA	linear
Escherichia coli O157 typing phage 3	DNA	linear
Escherichia coli O157 typing phage 6	DNA	linear
Bacillus phage Waukesha92	DNA	linear
Staphylococcus phage phiBU01	DNA	circular
Clostridium phage phiCDHM14	DNA	circular
Clostridium phage phiCDHM19	DNA	circular
Enterobacteria phage Sf101	DNA	linear
Sinorhizobium phage phiLM21	DNA	linear
Staphylococcus phage MCE-2014	DNA	linear
Staphylococcus phage P108	DNA	linear
Sulfitobacter phage NYA-2014a	DNA	linear
Mycobacterium phage Cerasum	DNA	linear
Bacillus phage Bobb	DNA	linear
Mycobacterium phage Sparky	DNA	linear
Escherichia phage CICC 80001	DNA	linear
Mycobacterium phage Squirty	DNA	linear
Mycobacterium phage Minerva	DNA	linear
Mycobacterium phage MarQuardt	DNA	linear
Escherichia phage Av-05	DNA	circular
Mycobacterium phage Piro94	DNA	linear
Escherichia phage HY02	DNA	linear
Mycobacterium phage Swirley	DNA	linear
Mycobacterium phage Tiffany	DNA	linear
Mycobacterium phage Trike	DNA	linear
Mycobacterium phage Inventum	DNA	linear
Lactococcus phage phi145	DNA	linear
Lactococcus phage phi15	DNA	linear
Mesorhizobium phage vB_MloP_Lo5R7ANS	DNA	linear
Vibrio phage ICP2_2013_A_Haiti	DNA	linear
Ralstonia phage RSY1	DNA	circular
Pseudomonas phage H70	DNA	linear
Escherichia phage J8-65	DNA	linear
Mycobacterium phage BuzzLyseyear	DNA	linear
Mycobacterium phage Estave1	DNA	linear
Leuconostoc phage Ln-8	DNA	linear
Yersinia phage vB_YenP_AP5	DNA	linear
Edwardsiella phage GF-2	DNA	circular
Citrobacter phage Moogle	DNA	linear
Citrobacter phage Moon	DNA	linear
Salmonella phage LSPA1	DNA	circular
Mycobacterium phage Omnicron	DNA	linear
Mycobacterium phage Llama	DNA	linear
Mycobacterium phage Ariel	DNA	linear
Shigella phage Shf125875	DNA	linear
Escherichia phage vB_EcoM-ep3	DNA	linear
Salmonella phage Chi	DNA	linear
Salmonella virus Chi	DNA	linear
Pseudomonas phage vB_Pae_PS44	DNA	linear
Prochlorococcus phage P-TIM68	DNA	linear
Lelliottia phage phD2B	DNA	linear
Mycobacterium phage VohminGhazi	DNA	linear
Salmonella phage BP12A	DNA	linear
Salmonella phage BP12B	DNA	linear
Salmonella phage BP12C	DNA	linear
Salmonella phage BP63	DNA	linear
Staphylococcus phage BP39	DNA	linear
Pseudomonas phage vB_PaeP_PAO1_Ab05	DNA	linear
Pseudomonas phage vB_PaeP_C2-10_Ab22	DNA	linear
Pseudomonas phage vB_PaeM_PAO1_Ab27	DNA	linear
Pseudomonas phage vB_PaeP_PAO1_1-15pyo	DNA	linear
Pseudomonas phage vB_PaeM_C1-14_Ab28	DNA	linear
Pseudomonas phage vB_PaeS_PAO1_Ab30	DNA	linear
Shigella phage pSs-1	DNA	circular
Mycobacterium phage Abrogate	DNA	linear
Mycobacterium phage Bipolar	DNA	linear
Mycobacterium phage Equemioh13	DNA	linear
Escherichia phage 121Q	DNA	linear
Klebsiella phage phiBO1E	DNA	linear
Mycobacterium phage Carcharodon	DNA	linear
Mycobacterium phage SweetiePie	DNA	linear
Escherichia phage vB_EcoM-VpaE1	DNA	linear
Mycobacterium phage CaptainTrips	DNA	linear
Streptomyces phage Jay2Jay	DNA	linear
Proteus phage PM 85	DNA	linear
Proteus phage PM 93	DNA	linear
Mycobacterium phage Larenn	DNA	linear
Streptococcus phage SpSL1	DNA	linear
Escherichia phage YD-2008.s	DNA	linear
Mycobacterium phage MiaZeal	DNA	linear
Clostridium phage phiCT19406A	DNA	circular
Clostridium phage phiCT19406B	DNA	circular
Clostridium phage phiCT19406C	DNA	circular
Clostridium phage phiCT453A	DNA	circular
Clostridium phage phiCT453B	DNA	circular
Clostridium phage phiCT9441A	DNA	circular
Clostridium phage phiCTC2A	DNA	circular
Clostridium phage phiCTC2B	DNA	circular
Shigella phage SfMu	DNA	linear
Salmonella phage vB_SPuM_SP116	DNA	linear
Escherichia phage vb_EcoM-VR5	DNA	linear
Escherichia phage vB_EcoM_VR20	DNA	linear
Escherichia phage vB_EcoM_VR25	DNA	linear
Escherichia phage vB_EcoM_VR26	DNA	linear
Lactobacillus phage LfeSau	DNA	linear
Mycobacterium phage Alvin	DNA	linear
Mycobacterium phage Edtherson	DNA	linear
Mycobacterium phage Malithi	DNA	linear
Mycobacterium phage Milly	DNA	linear
Mycobacterium phage Sbash	DNA	linear
Lactobacillus phage LfeInf	DNA	linear
Escherichia phage P88	DNA	circular
Bacillus phage BalMu-1	DNA	linear
Staphylococcus phage phiIPLA-RODI	DNA	linear
Staphylococcus phage phiIPLA-C1C	DNA	linear
Geobacillus virus E3	DNA	linear
Salmonella phage Mushroom	DNA	linear
Mannheimia phage vB_MhS_535AP2	DNA	linear
Mannheimia phage vB_MhM_587AP1	DNA	linear
Mannheimia phage vB_MhS_587AP2	DNA	linear
Mannheimia phage vB_MhM_1127AP1	DNA	linear
Mannheimia phage vB_MhS_1152AP2	DNA	linear
Mannheimia phage vB_MhM_3927AP2	DNA	linear
Escherichia phage P483	DNA	linear
Escherichia phage P694	DNA	linear
Pseudomonas phage PS-1	DNA	linear
Sulfolobus monocaudavirus SMV2	DNA	circular
Clostridium phage phiCD111	DNA	linear
Clostridium phage phiCD146	DNA	linear
Clostridium phage phiCD211	DNA	linear
Clostridium phage phiCD481-1	DNA	linear
Clostridium phage phiCD505	DNA	linear
Clostridium phage phiCD506	DNA	linear
Clostridium phage phiMMP01	DNA	linear
Clostridium phage phiMMP03	DNA	linear
Enterobacter phage phiEap-1	DNA	linear
Streptococcus phage M102AD	DNA	circular
Yersinia phage vB_YenM_TG1	DNA	linear
Streptococcus phage Str-PAP-1	DNA	linear
Pseudomonas phage PhiCHU	DNA	linear
Mycobacterium phage Sheen	DNA	linear
Cyanophage P-TIM40	DNA	linear
Achromobacter phage JWX	DNA	linear
Achromobacter phage 83-24	DNA	linear
Paenibacillus phage HB10c2	DNA	linear
Paenibacillus phage Diva	DNA	linear
Bacteriophage Lily	DNA	linear
Paenibacillus phage Rani	DNA	linear
Paenibacillus phage Shelly	DNA	linear
Paenibacillus phage Sitara	DNA	linear
Escherichia phage RCS47	DNA	circular
Listeria phage vB_LmoS_188	DNA	linear
Listeria phage vB_LmoS_293	DNA	linear
Pseudomonas phage phiKTN6	DNA	linear
Enterococcus phage EFDG1	DNA	circular
Escherichia phage ECBP1	DNA	circular
Mycobacterium phage Kratio	DNA	linear
Edwardsiella phage PEi20	DNA	linear
Citrobacter phage phiCFP-1	DNA	linear
Klebsiella phage 1513	DNA	linear
Staphylococcus phage IME-SA1	DNA	circular
Staphylococcus phage IME-SA2	DNA	circular
Klebsiella phage vB_KpnP_SU503	DNA	linear
Klebsiella phage vB_KpnP_SU552A	DNA	linear
Enterobacteria phage JenK1	DNA	linear
Enterobacteria phage JenP1	DNA	linear
Enterobacteria phage JenP2	DNA	linear
Staphylococcus phage IME-SA4	DNA	circular
Salmonella phage f18SE	DNA	circular
Acinetobacter phage YMC11/12/R2315	DNA	linear
Acinetobacter phage YMC11/11/R3177	DNA	linear
Pseudomonas phage phiPsa17	DNA	linear
Burkholderia phage AP3	DNA	linear
Escherichia phage vB_EcoM_AYO145A	DNA	linear
Staphylococcus phage B166	DNA	linear
Staphylococcus phage B236	DNA	linear
Proteus phage vB_PmiP_Pm5460	DNA	linear
Proteus phage vB_PmiM_Pm5461	DNA	linear
Paenibacillus phage Fern	DNA	linear
Paenibacillus phage Harrison	DNA	linear
Paenibacillus phage Vegas	DNA	linear
Paenibacillus phage Willow	DNA	linear
Paenibacillus phage Xenia	DNA	linear
Enterobacter phage E-2	DNA	linear
Enterobacter phage E-3	DNA	linear
Lactococcus phage 936 group phage Phi109	DNA	linear
Lactococcus phage 936 group phage Phi155	DNA	linear
Lactococcus phage 936 group phage Phi19.3	DNA	linear
Lactococcus phage 936 group phage Phi4.2	DNA	linear
Lactococcus phage 936 group phage Phi44	DNA	linear
Lactococcus phage 936 group phage Phi5.12	DNA	linear
Lactococcus phage 936 group phage Phi91127	DNA	linear
Lactococcus phage 936 group phage PhiB1127	DNA	linear
Lactococcus phage 936 group phage PhiE1127	DNA	linear
Lactococcus phage 936 group phage PhiF0139	DNA	linear
Lactococcus phage 936 group phage PhiJF1	DNA	linear
Lactococcus phage 936 group phage PhiL.18	DNA	linear
Lactococcus phage 936 group phage PhiL.6	DNA	linear
Lactococcus phage 936 group phage PhiLj	DNA	linear
Lactococcus phage 936 group phage PhiM1127	DNA	linear
Lactococcus phage 936 group phage PhiS0139	DNA	linear
Lactococcus phage 936 group phage PhiA.16	DNA	linear
Pseudomonas phage vB_PaeM_MAG1	DNA	linear
Pseudomonas phage DL54	DNA	linear
Pseudomonas phage DL60	DNA	linear
Pseudomonas phage DL62	DNA	linear
